date,temperature_2m_mean
2016-10-25 00:00:00+00:00,12.973666
2016-10-26 00:00:00+00:00,10.873668
2016-10-27 00:00:00+00:00,9.065333
2016-10-28 00:00:00+00:00,8.104916
2016-10-29 00:00:00+00:00,7.869499
2016-10-30 00:00:00+00:00,7.690333
2016-10-31 00:00:00+00:00,6.900749
2016-11-01 00:00:00+00:00,8.644502
2016-11-02 00:00:00+00:00,8.538251
2016-11-03 00:00:00+00:00,5.6986675
2016-11-04 00:00:00+00:00,5.4653335
2016-11-05 00:00:00+00:00,9.917417
2016-11-06 00:00:00+00:00,5.0403333
2016-11-07 00:00:00+00:00,2.71325
2016-11-08 00:00:00+00:00,1.2799166
2016-11-09 00:00:00+00:00,2.1424162
2016-11-10 00:00:00+00:00,5.5236664
2016-11-11 00:00:00+00:00,4.7861667
2016-11-12 00:00:00+00:00,2.8424168
2016-11-13 00:00:00+00:00,3.07575
2016-11-14 00:00:00+00:00,1.06325
2016-11-15 00:00:00+00:00,2.4382498
2016-11-16 00:00:00+00:00,7.5007496
2016-11-17 00:00:00+00:00,8.969501
2016-11-18 00:00:00+00:00,10.061168
2016-11-19 00:00:00+00:00,5.4257493
2016-11-20 00:00:00+00:00,6.2465835
2016-11-21 00:00:00+00:00,6.2528324
2016-11-22 00:00:00+00:00,7.8007503
2016-11-23 00:00:00+00:00,6.8111672
2016-11-24 00:00:00+00:00,5.815334
2016-11-25 00:00:00+00:00,5.679917
